dset Тип Время,мкс Время,чч:мм:сс +мкс Номерканалa Амплитуда,дБ Энергия*1e-24,Дж Энергия,дБ Длительность,мкс Времянарастания,мкс Числовыбросов Выбросы/Длительн,кГц
4441 ev 12:27:35.212405 12:27:35 212405 7 36.6 13038772 71.2 1 1 1 1000
4442 ev 12:27:35.212540 12:27:35 212540 6 37.3 12046379 70.8 3 2 1 333
4443 ev 12:27:35.212621 12:27:35 212621 15 36.9 19370722 72.9 2 1 1 500
4444 ev 12:27:35.212827 12:27:35 212827 4 36.2 22011397 73.4 269 1 3 11
4445 ev 12:27:35.212895 12:27:35 212895 13 36.2 18331539 72.6 1 1 1 1000
4446 ev 12:27:35.212908 12:27:35 212908 11 36.6 14954406 71.7 1 1 1 1000
4447 ev 12:27:35.212991 12:27:35 212991 12 36.6 13341591 71.3 2 2 1 500
4448 ev 12:27:35.213410 12:27:35 213410 8 37.7 50695742 77.0 930 491 3 3
4449 ev 12:27:35.213431 12:27:35 213431 3 36.2 15569119 71.9 1 1 1 1000
4450 ev 12:27:35.213828 12:27:35 213828 11 36.9 17137859 72.3 101 1 2 19
4451 ev 12:27:35.214357 12:27:35 214357 6 36.9 17165184 72.3 29 29 2 68
4452 ev 12:27:35.214674 12:27:35 214674 15 36.6 13956865 71.4 1 1 1 1000
4453 ev 12:27:35.215066 12:27:35 215066 11 36.9 13713282 71.4 2 1 1 500
4454 ev 12:27:35.215876 12:27:35 215876 6 36.2 12211637 70.9 1 1 1 1000
4455 ev 12:27:35.216223 12:27:35 216223 11 36.9 10109784 70.0 3 2 1 333
4456 ev 12:27:35.218586 12:27:35 218586 11 36.2 9188977 69.6 1 1 1 1000
4457 ev 12:27:35.603588 12:27:35 603588 12 42.6 96213538 79.8 529 75 17 32
4458 ev 12:27:35.604650 12:27:35 604650 12 51.0 500886368 87.0 848 97 63 74
4459 ev 12:27:35.604900 12:27:35 604900 8 36.6 21825645 73.4 146 1 3 20
4460 ev 12:27:35.605239 12:27:35 605239 10 36.6 24132715 73.8 140 140 2 14
4461 ev 12:27:35.605393 12:27:35 605393 6 37.7 23434530 73.7 106 1 2 18
4462 ev 12:27:35.605592 12:27:35 605592 13 36.9 13786647 71.4 1 1 1 1000
4463 ev 12:27:35.605669 12:27:35 605669 1 36.2 11609276 70.6 1 1 1 1000
4464 ev 12:27:35.694086 12:27:35 694086 12 46.5 143612249 81.6 593 34 18 30
4465 ev 12:27:35.719677 12:27:35 719677 12 39.0 26652207 74.3 190 3 5 26
4466 ev 12:27:35.732146 12:27:35 732146 12 36.9 14157309 71.5 2 1 1 500
4467 le 12:27:40.910889 12:27:40 910889 12 77.9 62011761317 107.9 22166 34 1527 68
4468 ht 12:27:40.910957 12:27:40 910957 8 76.9 81063725602 109.1 23729 67 1768 74
4469 ht 12:27:40.911002 12:27:40 911002 11 70.4 49713692414 107.0 22803 97 1486 65
4470 ht 12:27:40.911010 12:27:40 911010 9 71.0 52821694696 107.2 21562 571 1487 68
4471 ev 12:27:40.911025 12:27:40 911025 7 75.5 48344342070 106.8 23520 117 1530 65
4472 ev 12:27:40.911035 12:27:40 911035 15 70.7 59403346168 107.7 22337 556 1610 72
4473 ev 12:27:40.911036 12:27:40 911036 14 61.3 33531414878 105.3 23477 113 1502 63
4474 ev 12:27:40.911097 12:27:40 911097 4 70.9 53703838078 107.3 23661 147 1597 67
4475 ev 12:27:40.911131 12:27:40 911131 3 65.6 40704338971 106.1 21441 171 1331 62
4476 ev 12:27:40.911138 12:27:40 911138 1 68.9 43889180512 106.4 25486 534 1459 57
4477 ev 12:27:40.911147 12:27:40 911147 10 74.9 73980610668 108.7 23969 213 1458 60
4478 ev 12:27:40.911164 12:27:40 911164 6 65.3 36425881901 105.6 22377 196 1275 56
4479 ev 12:27:40.911225 12:27:40 911225 2 73.8 51135838014 107.1 20390 246 1537 75
4480 ev 12:27:40.911233 12:27:40 911233 13 64.1 37305848474 105.7 24134 235 1544 63
4481 ev 12:27:40.932322 12:27:40 932322 2 37.3 22882888 73.6 2 2 1 500
4482 ev 12:27:40.933119 12:27:40 933119 3 40.3 152657771 81.8 2061 915 14 6
4483 ev 12:27:40.933165 12:27:40 933165 9 38.0 81418776 79.1 1025 834 5 4
4484 ev 12:27:40.933520 12:27:40 933520 2 36.9 35051293 75.4 343 1 2 5
4485 ev 12:27:40.934197 12:27:40 934197 15 37.7 37701419 75.8 394 27 4 10
4486 ev 12:27:40.934332 12:27:40 934332 6 38.7 25721668 74.1 3 2 1 333
4487 ev 12:27:40.934488 12:27:40 934488 12 37.3 25244701 74.0 31 29 3 96
4488 ev 12:27:40.935200 12:27:40 935200 7 36.9 44700486 76.5 782 779 3 3
4489 ev 12:27:40.935223 12:27:40 935223 6 36.6 40561628 76.1 716 716 3 4
4490 ev 12:27:40.935258 12:27:40 935258 11 37.3 36840128 75.7 222 2 3 13
4491 ev 12:27:40.935344 12:27:40 935344 9 37.3 26868465 74.3 169 1 2 11
4492 ev 12:27:40.936033 12:27:40 936033 13 36.2 19143702 72.8 1 1 1 1000
4493 ev 12:27:40.936043 12:27:40 936043 4 37.3 27218915 74.3 303 2 2 6
4494 ev 12:27:40.936080 12:27:40 936080 15 36.6 29810462 74.7 338 337 2 5
4495 ev 12:27:40.936100 12:27:40 936100 9 38.0 42006752 76.2 677 676 3 4
4496 ev 12:27:40.936175 12:27:40 936175 10 37.3 16503776 72.2 1 1 1 1000
4497 ev 12:27:40.936609 12:27:40 936609 8 37.7 32500639 75.1 343 72 3 8
4498 ev 12:27:40.936613 12:27:40 936613 13 37.3 15121443 71.8 2 1 1 500
4499 ev 12:27:40.936947 12:27:40 936947 7 36.2 15837501 72.0 1 1 1 1000
4500 ev 12:27:40.937020 12:27:40 937020 10 36.6 18711279 72.7 1 1 1 1000
4501 ev 12:27:40.937158 12:27:40 937158 12 36.2 11308049 70.5 1 1 1 1000
4502 ev 12:27:40.937233 12:27:40 937233 11 36.9 11813182 70.7 2 1 1 500
4503 ev 12:27:40.937262 12:27:40 937262 13 36.2 15901508 72.0 2 1 1 500
4504 ev 12:27:40.937542 12:27:40 937542 9 36.2 14110895 71.5 1 1 1 1000
4505 ev 12:27:40.937646 12:27:40 937646 15 36.2 12743815 71.1 1 1 1 1000
4506 ev 12:27:40.938008 12:27:40 938008 13 36.9 19544964 72.9 194 1 2 10
4507 ev 12:27:40.938028 12:27:40 938028 14 36.9 15486396 71.9 2 2 1 500
4508 ev 12:27:40.938182 12:27:40 938182 8 36.6 18512706 72.7 1 2 1 1000
4509 ev 12:27:40.938272 12:27:40 938272 4 36.6 14496716 71.6 2 1 1 500
4510 ev 12:27:40.939708 12:27:40 939708 8 36.6 18110321 72.6 125 2 2 16
4511 ev 12:27:40.939719 12:27:40 939719 7 36.6 12135091 70.8 2 1 1 500
4512 ev 12:27:40.939908 12:27:40 939908 13 36.6 21938687 73.4 318 318 3 9
4513 le 12:27:41.373926 12:27:41 373926 12 83.6 509018290398 117.1 13750 426 575 41
4514 ht 12:27:41.374176 12:27:41 374176 8 55.1 6270269835 98.0 13467 404 551 40
4515 ht 12:27:41.374178 12:27:41 374178 9 54.0 6778871795 98.3 12961 521 538 41
4516 ht 12:27:41.374187 12:27:41 374187 11 53.4 7142867709 98.5 17191 404 584 33
4517 ev 12:27:41.374221 12:27:41 374221 14 52.2 5175458006 97.1 15989 2373 546 34
4518 ev 12:27:41.374279 12:27:41 374279 15 53.7 6145341352 97.9 14595 433 542 37
4519 ev 12:27:41.374297 12:27:41 374297 7 52.3 5562815178 97.5 14976 1018 516 34
4520 ev 12:27:41.374383 12:27:41 374383 10 58.7 9709138454 99.9 15208 119 560 36
4521 ev 12:27:41.374430 12:27:41 374430 4 52.6 4777736892 96.8 13904 1058 558 40
4522 ev 12:27:41.374486 12:27:41 374486 3 54.0 6437168574 98.1 14450 821 515 35
4523 ev 12:27:41.374516 12:27:41 374516 6 54.1 6181689729 97.9 15931 489 522 32
4524 ev 12:27:41.374522 12:27:41 374522 1 52.8 6168009012 97.9 16080 971 582 36
4525 ev 12:27:41.374617 12:27:41 374617 2 54.9 4275915587 96.3 13385 396 422 31
4526 ev 12:27:41.374664 12:27:41 374664 13 56.5 5348249627 97.3 11996 474 490 40
4527 ev 12:27:41.387223 12:27:41 387223 13 38.7 134413821 81.3 1711 123 14 8
4528 ev 12:27:41.387682 12:27:41 387682 9 39.5 151435269 81.8 1772 166 26 14
4529 ev 12:27:41.388420 12:27:41 388420 12 39.3 72974772 78.6 922 536 6 6
4530 ev 12:27:41.388599 12:27:41 388599 8 42.0 218982803 83.4 2658 426 26 9
4531 ev 12:27:41.388862 12:27:41 388862 2 36.9 41718064 76.2 467 346 4 8
4532 ev 12:27:41.389468 12:27:41 389468 3 38.3 132982827 81.2 1959 1 15 7
4533 ev 12:27:41.389601 12:27:41 389601 15 39.0 71370660 78.5 894 891 5 5
4534 ev 12:27:41.389749 12:27:41 389749 13 38.0 72143333 78.6 1080 322 6 5
4535 ev 12:27:41.389960 12:27:41 389960 12 37.3 28798136 74.6 179 179 2 11
4536 ev 12:27:41.390039 12:27:41 390039 7 37.3 35805063 75.5 312 286 4 12
4537 ev 12:27:41.390120 12:27:41 390120 4 36.2 25568107 74.1 129 1 2 15
4538 ev 12:27:41.390275 12:27:41 390275 9 36.6 14023774 71.5 2 1 1 500
4539 ev 12:27:41.390299 12:27:41 390299 10 38.0 80057778 79.0 1003 503 4 3
4540 ev 12:27:41.390663 12:27:41 390663 2 36.2 30169520 74.8 323 1 2 6
4541 ev 12:27:41.391058 12:27:41 391058 14 36.6 23235677 73.7 152 152 2 13
4542 ev 12:27:41.391139 12:27:41 391139 7 36.6 17565698 72.4 1 1 1 1000
4543 ev 12:27:41.391220 12:27:41 391220 4 36.2 21074870 73.2 1 1 1 1000
4544 ev 12:27:41.391399 12:27:41 391399 12 38.7 30571156 74.9 270 3 2 7
4545 ev 12:27:41.391472 12:27:41 391472 6 40.6 130276928 81.1 1600 269 10 6
4546 ev 12:27:41.391615 12:27:41 391615 13 36.2 39914256 76.0 640 1 3 4
4547 ev 12:27:41.391670 12:27:41 391670 15 38.3 37479733 75.7 144 26 4 27
4548 ev 12:27:41.391810 12:27:41 391810 7 36.2 20816220 73.2 1 1 1 1000
4549 ev 12:27:41.392065 12:27:41 392065 2 36.2 13946478 71.4 1 1 1 1000
4550 ev 12:27:41.392104 12:27:41 392104 10 36.9 31241829 74.9 260 1 2 7
4551 ev 12:27:41.392123 12:27:41 392123 11 36.2 13550363 71.3 1 1 1 1000
4552 ev 12:27:41.392130 12:27:41 392130 8 36.6 21980704 73.4 3 2 2 666
4553 ev 12:27:41.392225 12:27:41 392225 12 38.3 15532530 71.9 2 2 1 500
4554 ev 12:27:41.392382 12:27:41 392382 3 38.3 45868151 76.6 583 28 4 6
4555 ev 12:27:41.392633 12:27:41 392633 1 37.7 42221794 76.3 437 1 2 4
4556 ev 12:27:41.392691 12:27:41 392691 9 36.2 13176145 71.2 1 1 1 1000
4557 ev 12:27:41.392887 12:27:41 392887 8 38.0 18901242 72.8 4 3 1 250
4558 ev 12:27:41.393030 12:27:41 393030 12 36.2 11304587 70.5 1 1 1 1000
4559 ev 12:27:41.393181 12:27:41 393181 14 38.0 24930654 74.0 3 2 1 333
4560 ev 12:27:41.393291 12:27:41 393291 10 36.6 12825415 71.1 1 1 1 1000
4561 ev 12:27:41.393792 12:27:41 393792 6 36.2 12416292 70.9 1 1 1 1000
4562 ev 12:27:41.393828 12:27:41 393828 3 36.6 12388967 70.9 1 1 1 1000
4563 ev 12:27:41.394031 12:27:41 394031 11 37.3 17545298 72.4 4 1 1 250
4564 ev 12:27:41.418100 12:27:41 41810 12 39.5 7317044 68.6 2 2 1 500
4565 ev 12:27:41.419220 12:27:41 41922 8 38.3 6941048 68.4 2 2 1 500
4566 ev 12:27:41.422390 12:27:41 42239 10 37.7 17703164 72.5 512 30 3 5
4567 ev 12:27:41.425060 12:27:41 42506 9 36.2 5236527 67.2 1 1 1 1000
4568 ev 12:27:41.425570 12:27:41 42557 15 36.2 6250163 68.0 9 1 2 222
4569 le 12:27:45.245294 12:27:45 245294 12 77.8 45654574960 106.6 20970 33 1272 60
4570 ht 12:27:45.245354 12:27:45 245354 8 66.4 37278326929 105.7 21643 83 1441 66
4571 ht 12:27:45.245421 12:27:45 245421 9 64.6 28494151896 104.5 21796 105 1226 56
4572 ht 12:27:45.245432 12:27:45 245432 11 64.6 27636901361 104.4 22143 74 1239 55
4573 ev 12:27:45.245434 12:27:45 245434 7 60.4 24305510348 103.9 22170 113 1245 56
4574 ev 12:27:45.245435 12:27:45 245435 14 61.0 24928994827 104.0 22297 116 1202 53
4575 ev 12:27:45.245440 12:27:45 245440 15 63.5 32036579357 105.1 21563 150 1336 61
4576 ev 12:27:45.245486 12:27:45 245486 4 63.4 29884783729 104.8 19920 947 1347 67
4577 ev 12:27:45.245530 12:27:45 245530 3 61.6 25350239370 104.0 23308 734 1151 49
4578 ev 12:27:45.245542 12:27:45 245542 1 60.1 28071798080 104.5 22741 672 1232 54
4579 ev 12:27:45.245546 12:27:45 245546 10 71.0 41152570075 106.1 22268 235 1197 53
4580 ev 12:27:45.245575 12:27:45 245575 6 65.4 24651436927 103.9 19953 395 1033 51
4581 ev 12:27:45.245629 12:27:45 245629 13 61.2 25225149653 104.0 22855 757 1242 54
4582 ev 12:27:45.245636 12:27:45 245636 2 62.8 20486968520 103.1 20132 280 1233 61
4583 ev 12:27:45.265952 12:27:45 265952 4 39.3 144330085 81.6 1560 336 20 12
4584 ev 12:27:45.266118 12:27:45 266118 6 41.8 197197958 82.9 2174 977 20 9
4585 ev 12:27:45.266305 12:27:45 266305 2 37.7 20237160 73.1 2 2 1 500
4586 ev 12:27:45.266971 12:27:45 266971 12 39.8 126750164 81.0 1948 85 13 6
4587 ev 12:27:45.267103 12:27:45 267103 2 39.5 23888664 73.8 4 4 1 250
4588 ev 12:27:45.267775 12:27:45 267775 9 39.5 42630636 76.3 238 92 3 12
4589 ev 12:27:45.267831 12:27:45 267831 15 37.7 47212585 76.7 569 109 3 5
4590 ev 12:27:45.268032 12:27:45 268032 8 37.7 97559094 79.9 1555 1039 11 7
4591 ev 12:27:45.268161 12:27:45 268161 11 38.0 33971684 75.3 24 23 3 125
4592 ev 12:27:45.268608 12:27:45 268608 7 37.7 23542987 73.7 26 23 2 76
4593 ev 12:27:45.268882 12:27:45 268882 11 38.0 50877190 77.1 578 126 3 5
4594 ev 12:27:45.268887 12:27:45 268887 4 36.9 43749921 76.4 604 170 4 6
4595 ev 12:27:45.269049 12:27:45 269049 1 39.5 147665577 81.7 2915 289 13 4
4596 ev 12:27:45.269071 12:27:45 269071 6 37.3 25223085 74.0 53 3 3 56
4597 ev 12:27:45.269078 12:27:45 269078 10 39.3 71613307 78.5 1176 304 7 5
4598 ev 12:27:45.269531 12:27:45 269531 14 37.7 27156311 74.3 97 97 2 20
4599 ev 12:27:45.269894 12:27:45 269894 6 36.2 19959889 73.0 1 1 1 1000
4600 ev 12:27:45.269926 12:27:45 269926 3 37.3 24571315 73.9 1 1 1 1000
4601 ev 12:27:45.270105 12:27:45 270105 4 37.7 15984137 72.0 28 2 2 71
4602 ev 12:27:45.270356 12:27:45 270356 11 36.2 19652392 72.9 2 1 2 1000
4603 ev 12:27:45.270368 12:27:45 270368 8 37.7 31672194 75.0 321 2 3 9
4604 ev 12:27:45.270587 12:27:45 270587 9 36.6 12321030 70.9 1 1 1 1000
4605 ev 12:27:45.270600 12:27:45 270600 3 36.9 17997653 72.6 2 1 1 500
4606 ev 12:27:45.270746 12:27:45 270746 7 37.3 15071004 71.8 1 1 1 1000
4607 ev 12:27:45.270957 12:27:45 270957 13 36.6 14459285 71.6 1 1 1 1000
4608 ev 12:27:45.270965 12:27:45 270965 11 36.2 16433031 72.2 1 1 1 1000
4609 ev 12:27:45.271010 12:27:45 271010 14 36.2 17524243 72.4 1 1 1 1000
4610 ev 12:27:45.271586 12:27:45 271586 3 36.9 18948499 72.8 217 216 2 9
4611 ev 12:27:45.272534 12:27:45 272534 7 36.2 12386347 70.9 1 1 1 1000
4612 ev 12:27:45.272775 12:27:45 272775 11 36.6 15769657 72.0 2 1 1 500
4613 ev 12:27:45.276667 12:27:45 276667 1 37.3 11812153 70.7 3 1 1 333
4614 le 12:27:45.617801 12:27:45 617801 12 84.1 711192700489 118.5 13945 1050 612 43
4615 ht 12:27:45.618049 12:27:45 618049 8 58.8 4423859278 96.5 14541 1041 656 45
4616 ht 12:27:45.618060 12:27:45 618060 11 54.3 3902459227 95.9 15333 1042 563 36
4617 ht 12:27:45.618062 12:27:45 618062 9 56.8 3751444029 95.7 12927 1030 520 40
4618 ev 12:27:45.618152 12:27:45 618152 14 38.0 39131664 75.9 319 318 3 9
4619 ev 12:27:45.618153 12:27:45 618153 15 55.2 4453853526 96.5 12074 1108 604 50
4620 ev 12:27:45.618154 12:27:45 618154 7 54.1 3207412066 95.1 12206 1044 490 40
4621 ev 12:27:45.618251 12:27:45 618251 10 57.3 4380500980 96.4 13123 1117 497 37
4622 ev 12:27:45.618269 12:27:45 618269 4 38.7 25370283 74.0 154 154 4 25
4623 ev 12:27:45.618367 12:27:45 618367 3 50.1 3017301606 94.8 11783 1593 416 35
4624 ev 12:27:45.618410 12:27:45 618410 6 54.0 3387124523 95.3 12484 1095 433 34
4625 ev 12:27:45.618482 12:27:45 618482 2 56.8 3010316295 94.8 12795 1046 498 38
4626 ev 12:27:45.618589 12:27:45 618589 13 50.8 2782986623 94.4 11991 1143 458 38
4627 ev 12:27:45.618742 12:27:45 618742 1 51.8 3412801367 95.3 12463 1533 507 40
4628 ev 12:27:45.619005 12:27:45 619005 4 51.8 3068935280 94.9 11787 1011 554 47
4629 ev 12:27:45.619049 12:27:45 619049 14 48.7 2459658080 93.9 11393 1757 489 42
4630 ev 12:27:45.630790 12:27:45 630790 15 39.0 78291027 78.9 1082 139 8 7
4631 ev 12:27:45.630989 12:27:45 630989 3 38.3 117996886 80.7 1498 1056 13 8
4632 ev 12:27:45.631039 12:27:45 631039 14 38.0 78585236 79.0 849 787 9 10
4633 ev 12:27:45.631144 12:27:45 631144 13 36.9 37595863 75.8 402 401 3 7
4634 ev 12:27:45.631238 12:27:45 631238 7 36.6 24724408 73.9 2 1 1 500
4635 ev 12:27:45.631481 12:27:45 631481 6 39.0 108488621 80.4 1635 361 12 7
4636 ev 12:27:45.631536 12:27:45 631536 9 37.3 24131499 73.8 3 2 1 333
4637 ev 12:27:45.631648 12:27:45 631648 4 40.3 90446424 79.6 1213 27 11 9
4638 ev 12:27:45.631742 12:27:45 631742 1 39.5 90549547 79.6 1172 516 8 6
4639 ev 12:27:45.632013 12:27:45 632013 7 38.0 45174552 76.5 407 406 6 14
4640 ev 12:27:45.632304 12:27:45 632304 9 39.0 41600156 76.2 491 338 3 6
4641 ev 12:27:45.632318 12:27:45 632318 13 36.2 36213063 75.6 392 1 4 10
4642 ev 12:27:45.632382 12:27:45 632382 12 39.0 68906285 78.4 1116 242 9 8
4643 ev 12:27:45.632601 12:27:45 632601 15 37.3 24863278 74.0 3 1 1 333
4644 ev 12:27:45.632788 12:27:45 632788 10 37.3 77911943 78.9 1437 1 5 3
4645 ev 12:27:45.632868 12:27:45 632868 14 36.9 38551855 75.9 488 2 2 4
4646 ev 12:27:45.633199 12:27:45 633199 8 36.2 24880590 74.0 1 1 1 1000
4647 ev 12:27:45.633227 12:27:45 633227 15 37.7 25015248 74.0 191 190 2 10
4648 ev 12:27:45.633367 12:27:45 633367 7 36.2 15138287 71.8 1 1 1 1000
4649 ev 12:27:45.633385 12:27:45 633385 9 36.9 18867928 72.8 2 1 1 500
4650 ev 12:27:45.633451 12:27:45 633451 1 38.3 41953413 76.2 214 73 4 18
4651 ev 12:27:45.633670 12:27:45 633670 6 36.6 17287678 72.4 1 1 1 1000
4652 ev 12:27:45.633883 12:27:45 633883 4 37.3 23957069 73.8 124 2 2 16
4653 ev 12:27:45.634063 12:27:45 634063 8 36.2 18734018 72.7 1 1 1 1000
4654 ev 12:27:45.634107 12:27:45 634107 3 36.2 13710755 71.4 1 1 1 1000
4655 ev 12:27:45.634192 12:27:45 634192 13 38.7 19799403 73.0 3 1 1 333
4656 ev 12:27:45.634360 12:27:45 634360 14 38.7 24990170 74.0 99 25 5 50
4657 ev 12:27:45.634379 12:27:45 634379 15 36.6 28896392 74.6 428 427 3 7
4658 ev 12:27:45.634746 12:27:45 634746 8 36.2 27130109 74.3 149 1 2 13
4659 ev 12:27:45.634757 12:27:45 634757 11 37.3 19155399 72.8 2 1 1 500
4660 ev 12:27:45.635104 12:27:45 635104 6 36.2 19623289 72.9 1 1 1 1000
4661 ev 12:27:45.635227 12:27:45 635227 1 37.3 18727935 72.7 2 1 1 500
4662 ev 12:27:45.635281 12:27:45 635281 3 37.3 25983780 74.1 381 380 2 5
4663 ev 12:27:45.635368 12:27:45 635368 14 36.2 25845940 74.1 366 1 3 8
4664 ev 12:27:45.635836 12:27:45 635836 6 36.6 15631349 71.9 2 2 1 500
4665 ev 12:27:45.636178 12:27:45 636178 1 36.6 12157549 70.8 1 1 1 1000
4666 ev 12:27:45.636530 12:27:45 636530 6 37.7 13670985 71.4 2 2 1 500
4667 ev 12:27:45.637068 12:27:45 637068 3 36.2 18374492 72.6 1 1 1 1000
4668 ev 12:27:45.638143 12:27:45 638143 11 36.2 9495351 69.8 1 1 1 1000
4669 le 12:27:48.850657 12:27:48 850657 12 77.4 47689827154 106.8 21991 33 1507 68
4670 ht 12:27:48.850724 12:27:48 850724 8 73.8 66801426773 108.2 21176 67 1711 80
4671 ht 12:27:48.850766 12:27:48 850766 11 62.3 39134318648 105.9 24889 125 1435 57
4672 ht 12:27:48.850772 12:27:48 850772 9 70.6 49468196086 106.9 21121 115 1398 66
4673 ev 12:27:48.850797 12:27:48 850797 7 67.6 37027395502 105.7 22311 906 1510 67
4674 ev 12:27:48.850798 12:27:48 850798 15 73.0 60242248131 107.8 20926 123 1584 75
4675 ev 12:27:48.850803 12:27:48 850803 14 59.0 30862619795 104.9 21288 1259 1364 64
4676 ev 12:27:48.850858 12:27:48 850858 4 69.4 45719170578 106.6 19967 153 1535 76
4677 ev 12:27:48.850893 12:27:48 850893 3 68.7 44673804103 106.5 19662 551 1264 64
4678 ev 12:27:48.850914 12:27:48 850914 10 72.5 51311440341 107.1 23008 230 1371 59
4679 ev 12:27:48.850916 12:27:48 850916 1 63.4 36392015211 105.6 21197 1171 1334 62
4680 ev 12:27:48.850937 12:27:48 850937 6 62.0 28404954269 104.5 24298 397 1269 52
4681 ev 12:27:48.850997 12:27:48 850997 2 70.4 38609974449 105.9 20183 252 1523 75
4682 ev 12:27:48.851000 12:27:48 851000 13 64.3 32710824802 105.1 20641 242 1404 68
4683 ev 12:27:48.871175 12:27:48 871175 3 40.6 305891608 84.9 4045 1819 32 7
4684 ev 12:27:48.871403 12:27:48 871403 4 39.3 179977282 82.6 2315 495 26 11
4685 ev 12:27:48.872041 12:27:48 872041 2 36.6 33683932 75.3 290 2 3 10
4686 ev 12:27:48.872284 12:27:48 872284 15 39.3 116746310 80.7 1624 273 10 6
4687 ev 12:27:48.872384 12:27:48 872384 13 40.3 136100843 81.3 2201 1801 16 7
4688 ev 12:27:48.872445 12:27:48 872445 8 39.0 122528303 80.9 1919 514 10 5
4689 ev 12:27:48.872677 12:27:48 872677 14 38.7 63468660 78.0 583 2 8 13
4690 ev 12:27:48.872688 12:27:48 872688 1 39.5 172928245 82.4 2476 931 17 6
4691 ev 12:27:48.872751 12:27:48 872751 9 39.3 89470968 79.5 941 573 11 11
4692 ev 12:27:48.873400 12:27:48 873400 2 38.3 19321968 72.9 2 2 1 500
4693 ev 12:27:48.873641 12:27:48 873641 12 37.7 18252185 72.6 3 3 1 333
4694 ev 12:27:48.873652 12:27:48 873652 7 39.8 22850510 73.6 4 2 1 250
4695 ev 12:27:48.874203 12:27:48 874203 12 37.3 42710926 76.3 473 2 4 8
4696 ev 12:27:48.874293 12:27:48 874293 4 37.3 39949254 76.0 349 2 2 5
4697 ev 12:27:48.874355 12:27:48 874355 9 36.6 17816299 72.5 2 1 1 500
4698 ev 12:27:48.874510 12:27:48 874510 15 37.3 69310074 78.4 1172 309 10 8
4699 ev 12:27:48.874520 12:27:48 874520 14 36.9 40557417 76.1 475 73 3 6
4700 ev 12:27:48.874655 12:27:48 874655 2 36.6 16050858 72.1 2 2 1 500
4701 ev 12:27:48.874784 12:27:48 874784 10 38.0 70877504 78.5 1115 135 6 5
4702 ev 12:27:48.874923 12:27:48 874923 9 36.9 16470368 72.2 2 1 1 500
4703 ev 12:27:48.875027 12:27:48 875027 8 36.6 17547731 72.4 4 2 1 250
4704 ev 12:27:48.875250 12:27:48 875250 13 36.2 21234233 73.3 1 1 1 1000
4705 ev 12:27:48.875346 12:27:48 875346 7 37.3 17689127 72.5 2 1 1 500
4706 ev 12:27:48.875428 12:27:48 875428 12 36.2 14541634 71.6 1 1 1 1000
4707 ev 12:27:48.875731 12:27:48 875731 8 37.3 20300887 73.1 3 3 2 666
4708 ev 12:27:48.875743 12:27:48 875743 14 36.6 16905412 72.3 1 1 1 1000
4709 ev 12:27:48.875779 12:27:48 875779 2 37.7 15987600 72.0 4 4 1 250
4710 ev 12:27:48.875981 12:27:48 875981 1 39.0 19417043 72.9 4 2 1 250
4711 ev 12:27:48.876158 12:27:48 876158 4 36.6 19399076 72.9 137 137 2 14
4712 ev 12:27:48.876275 12:27:48 876275 12 36.2 19141175 72.8 1 1 1 1000
4713 ev 12:27:48.876296 12:27:48 876296 3 36.9 50418564 77.0 857 856 4 4
4714 ev 12:27:48.876333 12:27:48 876333 8 38.3 37278821 75.7 784 307 3 3
4715 ev 12:27:48.876551 12:27:48 876551 1 38.0 24298161 73.9 73 1 2 27
4716 ev 12:27:48.876791 12:27:48 876791 10 37.3 17001984 72.3 4 3 1 250
4717 ev 12:27:48.877111 12:27:48 877111 6 36.2 14806740 71.7 1 1 1 1000
4718 ev 12:27:48.877842 12:27:48 877842 3 36.6 18738416 72.7 1 1 1 1000
4719 ev 12:27:48.877872 12:27:48 877872 14 36.6 17741998 72.5 1 2 1 1000
4720 ev 12:27:48.878123 12:27:48 878123 13 36.6 14458537 71.6 2 1 1 500
4721 ev 12:27:48.879306 12:27:48 879306 3 36.2 13992331 71.5 1 1 1 1000
4722 ev 12:27:49.289769 12:27:49 289769 12 49.6 426100675 86.3 801 86 66 82
4723 le 12:28:54.356791 12:28:54 356791 12 85.4 205178205316 113.1 24030 31 1665 69
4724 ht 12:28:54.356860 12:28:54 356860 11 77.3 90655807067 109.6 24629 71 1566 63
4725 ht 12:28:54.356890 12:28:54 356890 14 67.4 52309667784 107.2 25309 1375 1618 63
4726 ht 12:28:54.356899 12:28:54 356899 8 78.3 120229237232 110.8 24771 97 1866 75
4727 ev 12:28:54.356936 12:28:54 356936 7 74.5 71975180070 108.6 23966 109 1641 68
4728 ev 12:28:54.356953 12:28:54 356953 9 73.7 80410984081 109.1 24798 132 1600 64
4729 ev 12:28:54.356994 12:28:54 356994 15 74.0 90085363486 109.5 21287 160 1734 81
4730 ev 12:28:54.356996 12:28:54 356996 10 69.2 64137708947 108.1 22824 193 1519 66
4731 ev 12:28:54.357030 12:28:54 357030 4 74.1 90441750299 109.6 23396 187 1732 74
4732 ev 12:28:54.357050 12:28:54 357050 3 68.6 53038140040 107.2 22945 187 1415 61
4733 ev 12:28:54.357061 12:28:54 357061 6 67.1 47073607597 106.7 25820 192 1386 53
4734 ev 12:28:54.357090 12:28:54 357090 1 68.7 65416129724 108.2 26546 575 1570 59
4735 ev 12:28:54.357157 12:28:54 357157 13 77.4 122583941972 110.9 25077 272 1642 65
